1,30,2.5,1260759144
1,833,3.0,1260759179
1,859,3.0,1260759182
1,906,2.0,1260759185
1,931,4.0,1260759205
1,1017,2.0,1260759151
1,1041,2.0,1260759187
1,1047,2.0,1260759148
1,1083,3.5,1260759125
1,1087,2.0,1260759131
1,1111,2.5,1260759135
1,1140,1.0,1260759203
1,1515,4.0,1260759191
1,1665,4.0,1260759139
1,1708,3.0,1260759194
1,1743,2.0,1260759198
1,1815,2.0,1260759108
1,1962,2.5,1260759113
1,2380,1.0,1260759200
1,2925,3.0,1260759117
2,9,4.0,835355493
2,16,5.0,835355681
2,37,5.0,835355604
2,45,4.0,835355552
2,48,4.0,835355586
2,49,3.0,835356031
2,58,3.0,835355749
2,100,4.0,835355532
2,123,3.0,835356016
2,129,5.0,835355395
2,132,4.0,835355441
2,140,3.0,835355493
2,144,3.0,835355441
2,147,3.0,835355710
2,163,3.0,835355511
2,164,3.0,835355664
2,184,3.0,835355511
2,195,5.0,835355840
2,196,1.0,835355749
2,198,3.0,835355552
2,207,3.0,835355664
2,220,3.0,835355896
2,225,4.0,835355511
2,233,4.0,835355681
2,237,5.0,835355697
2,238,5.0,835355586
2,244,3.0,835355767
2,245,4.0,835355779
2,262,3.0,835355492
2,266,4.0,835355395
2,268,3.0,835355532
2,280,4.0,835356044
2,283,2.0,835355551
2,285,1.0,835355918
2,304,3.0,835355492
2,314,4.0,835355441
2,315,4.0,835355697
2,321,3.0,835355628
2,322,3.0,835355749
2,328,3.0,835355604
2,331,3.0,835355619
2,334,2.0,835355932
2,335,3.0,835355968
2,336,3.0,835356094
2,341,3.0,835355710
2,346,3.0,835356165
2,357,2.0,835356246
2,361,3.0,835355532
2,403,4.0,835355604
2,406,3.0,835355511
2,416,4.0,835355790
2,422,2.0,835355828
2,427,4.0,835355643
2,432,3.0,835355918
2,444,3.0,835355880
2,447,4.0,835355731
2,454,4.0,835355860
2,455,4.0,835355719
2,461,4.0,835355817
2,472,4.0,835355731
2,481,4.0,835356199
2,483,3.0,835355767
2,493,3.0,835356109
2,494,5.0,835355767
2,495,3.0,835355860
2,518,5.0,835355817
2,519,3.0,835355790
2,520,3.0,835355779
2,521,3.0,835355441
2,522,5.0,835355697
2,523,5.0,835355395
2,524,5.0,835355395
2,525,3.0,835355511
2,543,3.0,835355932
2,567,4.0,835356141
2,607,4.0,835355978
3,56,3.0,1298861675
3,100,4.0,1298922049
3,219,3.5,1298861637
3,239,3.0,1298861761
3,266,4.5,1298862418
3,284,5.0,1298862121
3,320,2.5,1298861589
3,321,5.0,1298862167
3,341,2.5,1298923242
3,472,3.0,1298862528
3,521,3.0,1298922100
3,524,3.0,1298923247
3,525,3.0,1298921840
3,527,2.0,1298923260
3,617,3.5,1298932787
3,642,4.0,1298863157
3,699,3.0,1298861687
3,954,5.0,1298932770
3,966,3.0,1298921795
3,990,4.0,1298861628
3,1025,3.0,1298861605
3,1118,4.0,1298861658
3,1253,3.5,1298922089
3,1359,4.5,1298923236
3,1455,4.0,1298863143
3,1590,4.0,1298921862
3,1834,4.0,1298861753
3,2010,3.0,1298861789
3,2156,3.0,1298862710
3,2162,3.5,1298861796
3,2173,3.0,1298924017
3,2212,3.5,1298922057
3,2273,4.0,1298861733
3,2288,4.0,1298921825
3,2374,5.0,1298862874
3,2599,3.0,1298861968
3,2804,4.0,1298861633
3,3157,5.0,1298863174
3,4085,3.0,1298923266
3,4259,3.5,1298862672
3,4610,3.0,1298922080
3,5026,2.5,1298921787
3,5127,3.0,1298922065
3,5480,3.5,1298861650
3,5485,3.0,1298932766
3,5904,3.5,1298862555
3,6383,3.5,1298932740
3,6557,4.5,1298862361
3,6601,4.5,1298862467
3,6916,3.0,1298922071
3,7733,4.0,1298922130
4,9,4.0,949810645
4,32,5.0,949919556
4,102,5.0,949810582
4,122,5.0,949919681
4,132,4.0,949811346
4,152,3.0,949811346
4,163,3.0,949920047
4,232,5.0,949779042
4,259,4.0,949778802
4,266,5.0,949895708
4,294,3.0,949810618
4,314,5.0,949810582
4,321,5.0,949919763
4,322,5.0,949919681
4,328,5.0,949949538
4,331,4.0,949895887
4,344,3.0,949810534
4,361,3.0,949919883
4,380,3.0,949895772
4,383,4.0,949810688
4,384,1.0,949920135
4,389,4.0,949919802
4,391,4.0,949920028
4,412,4.0,949811315
4,427,5.0,949810582
4,485,5.0,949779091
4,521,5.0,949949486
4,522,5.0,949919938
4,523,3.0,949810534
4,526,5.0,949949538
4,528,5.0,949949638
4,537,4.0,949982238
4,543,5.0,949949444
4,695,5.0,949779022
4,724,5.0,949919189
4,731,4.0,949919306
4,734,5.0,949919247
4,740,5.0,949949396
4,815,4.0,949919454
4,820,4.0,949919322
4,826,5.0,949949638
4,832,5.0,949949638
4,834,5.0,949896377
4,835,5.0,949896377
4,836,5.0,949949538
4,837,5.0,949949638
4,840,5.0,949896244
4,866,5.0,949919372
4,870,5.0,949811523
4,880,5.0,949895732
4,888,5.0,949778771
4,902,5.0,949919399
4,904,5.0,949896275
4,912,5.0,949919372
4,952,5.0,949919419
4,953,5.0,949779173
4,954,5.0,949811490
4,955,5.0,949779173
4,957,5.0,949896244
4,962,5.0,949896159
4,964,5.0,949779173
4,966,5.0,949778714
4,969,5.0,949895708
4,970,5.0,949810261
4,975,5.0,949779173
4,976,5.0,949811523
4,978,5.0,949918693
4,981,5.0,949779173
4,985,5.0,949919372
4,994,5.0,949896244
4,997,5.0,949919519
4,1011,5.0,949811602
4,1012,5.0,949918743
4,1013,4.0,949811559
4,1019,5.0,949919591
4,1024,5.0,949811523
4,1032,5.0,949919372
4,1036,5.0,949949396
4,1039,4.0,949811559
4,1042,5.0,949811490
4,1045,5.0,949918743
4,1051,4.0,949918927
4,1060,4.0,949811602
4,1077,4.0,949896275
4,1079,5.0,949982274
4,1088,5.0,949919247
4,1100,4.0,949810582
4,1111,4.0,949810302
4,1112,3.0,949920004
4,1114,4.0,949918787
4,1116,3.0,949918904
4,1117,3.0,949810688
4,1120,5.0,949896377
4,1125,5.0,949810261
4,1126,4.0,949810302
4,1134,5.0,949895772
4,1234,3.0,949811230
4,1253,5.0,949919978
4,1322,4.0,949811559
4,1331,5.0,949896244
4,1406,1.0,949895864
4,1436,5.0,949919738
4,1480,4.0,949810688
4,1481,2.0,949895956
4,1515,5.0,949810261
4,1516,5.0,949810261
4,1523,5.0,949918743
4,1529,3.0,949949538
4,1530,5.0,949811559
4,1556,5.0,949896309
4,1562,5.0,949811602
4,1564,3.0,949895907
4,1565,2.0,949918970
4,1567,5.0,949896070
4,1576,4.0,949919454
4,1580,5.0,949778771
4,1582,4.0,949811738
4,1583,4.0,949896114
4,1594,4.0,949982239
4,1595,4.0,949896183
4,1607,5.0,949810618
4,1615,3.0,949896114
4,1624,5.0,949918648
4,1638,5.0,949949444
4,1640,5.0,949919306
4,1641,4.0,949982239
4,1645,5.0,949949444
4,1646,5.0,949896114
4,1647,5.0,949949638
4,1651,5.0,949896183
4,1654,4.0,949920028
4,1656,5.0,949949538
4,1660,5.0,949896114
4,1662,5.0,949949396
4,1665,4.0,949896114
4,1669,5.0,949919399
4,1670,3.0,949896309
4,1674,5.0,949918927
4,1675,5.0,949918994
4,1684,4.0,949919763
4,1698,5.0,949896070
4,1699,4.0,949982239
4,1701,4.0,949896114
4,1702,5.0,949811603
4,1716,5.0,949896070
4,1728,5.0,949896070
4,1743,3.0,949896070
4,1744,5.0,949918764
4,1776,4.0,949811559
4,1789,3.0,949896309
4,1794,5.0,949895772
4,1811,5.0,949919556
4,1859,4.0,949918927
4,1881,4.0,949811603
4,1913,4.0,949918994
4,1916,5.0,949918994
4,1919,4.0,949810302
4,1961,5.0,949982274
4,1973,5.0,949918875
4,2044,4.0,949896275
4,2093,1.0,949895993
4,2103,5.0,949810582
4,2114,5.0,949810261
4,2130,3.0,949918671
4,2147,4.0,949896497
4,2159,4.0,949896497
4,2173,5.0,949811523
4,2180,5.0,949810582
4,2191,4.0,949778714
4,2218,1.0,949896521
4,2232,5.0,949919399
4,2235,5.0,949811490
4,2239,4.0,949811603
4,2241,5.0,949896070
4,2248,5.0,949811738
4,2261,3.0,949811230
4,2296,3.0,949918875
4,2301,5.0,949896114
4,2305,5.0,949896377
4,2328,2.0,949896309
4,2329,1.0,949896309
4,2338,4.0,949810534
4,2340,5.0,949811559
4,2380,5.0,949896070
4,2397,3.0,949896015
4,2398,5.0,949918807
4,2402,5.0,949810261
4,2422,3.0,949896543
4,2437,5.0,949949444
4,2442,4.0,949811559
4,2443,5.0,949919419
4,2458,5.0,949919656
